age,education,marital-status,relationship,race,gender,hours-per-week,income
28,HS-grad,Never-married,Own-child,White,Male,40,<=50K
33,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
22,Some-college,Never-married,Own-child,White,Male,40,<=50K
80,HS-grad,Widowed,Not-in-family,Black,Male,15,<=50K
41,HS-grad,Married-civ-spouse,Wife,White,Female,20,<=50K
27,Masters,Never-married,Not-in-family,White,Male,40,>50K
45,Bachelors,Married-civ-spouse,Husband,Black,Male,40,>50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,48,>50K
48,Preschool,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
17,10th,Never-married,Own-child,White,Female,4,<=50K
60,12th,Divorced,Not-in-family,White,Male,40,<=50K
76,HS-grad,Widowed,Not-in-family,White,Female,18,<=50K
22,Some-college,Never-married,Not-in-family,White,Female,30,<=50K
34,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
39,7th-8th,Separated,Other-relative,White,Male,40,<=50K
40,HS-grad,Never-married,Own-child,White,Female,40,<=50K
38,Some-college,Married-civ-spouse,Wife,Black,Female,40,<=50K
52,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
28,Assoc-acdm,Never-married,Own-child,White,Female,40,<=50K
26,Some-college,Never-married,Other-relative,White,Male,40,<=50K
63,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,80,<=50K
31,Assoc-acdm,Divorced,Own-child,White,Female,40,<=50K
34,Some-college,Never-married,Own-child,White,Male,50,<=50K
40,9th,Divorced,Unmarried,White,Male,40,<=50K
29,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
55,HS-grad,Widowed,Unmarried,Black,Female,35,<=50K
77,Doctorate,Widowed,Unmarried,White,Male,40,<=50K
59,Some-college,Married-civ-spouse,Wife,White,Female,20,<=50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,43,>50K
56,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
34,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
61,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
61,HS-grad,Never-married,Own-child,White,Female,40,<=50K
25,HS-grad,Divorced,Own-child,White,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
56,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
30,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
53,11th,Married-civ-spouse,Husband,White,Male,41,<=50K
49,7th-8th,Divorced,Unmarried,White,Female,40,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,99,<=50K
27,Doctorate,Married-civ-spouse,Husband,White,Male,80,<=50K
48,Some-college,Never-married,Not-in-family,Black,Female,40,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
27,Assoc-acdm,Married-spouse-absent,Not-in-family,White,Male,50,<=50K
61,10th,Never-married,Own-child,White,Female,38,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42,Some-college,Married-civ-spouse,Wife,White,Female,25,<=50K
20,10th,Never-married,Own-child,White,Male,40,<=50K
22,9th,Never-married,Not-in-family,White,Female,32,<=50K
34,7th-8th,Married-civ-spouse,Wife,Other,Female,48,<=50K
45,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
26,Masters,Never-married,Not-in-family,White,Female,40,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Bachelors,Married-civ-spouse,Wife,White,Female,55,>50K
30,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
27,Preschool,Never-married,Own-child,White,Male,40,<=50K
24,HS-grad,Never-married,Not-in-family,White,Male,25,<=50K
46,Preschool,Married-civ-spouse,Husband,White,Male,45,>50K
21,Some-college,Never-married,Own-child,White,Male,35,<=50K
42,Masters,Never-married,Own-child,White,Male,45,<=50K
29,Some-college,Divorced,Unmarried,White,Female,24,<=50K
28,Assoc-voc,Never-married,Not-in-family,Black,Female,48,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,54,<=50K
39,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
42,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
49,10th,Divorced,Unmarried,White,Female,40,<=50K
37,HS-grad,Never-married,Not-in-family,Black,Female,45,<=50K
65,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
35,Some-college,Married-civ-spouse,Husband,Black,Male,40,<=50K
23,Some-college,Never-married,Own-child,White,Male,35,<=50K
48,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
19,11th,Never-married,Own-child,White,Male,25,<=50K
65,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
18,HS-grad,Never-married,Own-child,White,Female,20,<=50K
53,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
27,HS-grad,Married-civ-spouse,Own-child,White,Male,40,<=50K
46,1st-4th,Divorced,Not-in-family,White,Male,40,<=50K
49,Some-college,Married-civ-spouse,Other-relative,White,Male,35,<=50K
27,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
25,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Male,40,<=50K
49,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
78,Some-college,Widowed,Not-in-family,White,Male,5,<=50K
34,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
72,Masters,Married-civ-spouse,Husband,White,Male,12,<=50K
55,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
21,HS-grad,Married-spouse-absent,Own-child,White,Female,40,<=50K
41,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
30,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
25,HS-grad,Never-married,Own-child,White,Male,40,<=50K
32,HS-grad,Separated,Not-in-family,White,Male,53,<=50K
55,HS-grad,Married-spouse-absent,Other-relative,White,Male,40,<=50K
47,Masters,Married-civ-spouse,Wife,White,Female,60,>50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
51,Some-college,Widowed,Not-in-family,White,Female,40,<=50K
53,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
18,HS-grad,Never-married,Own-child,White,Female,15,<=50K
19,HS-grad,Never-married,Own-child,White,Male,35,<=50K
43,Bachelors,Divorced,Unmarried,White,Female,43,>50K
48,Doctorate,Married-civ-spouse,Husband,White,Male,45,>50K
23,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
53,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
22,Some-college,Never-married,Not-in-family,White,Male,30,<=50K
34,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
36,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
27,Assoc-acdm,Married-civ-spouse,Own-child,White,Male,40,<=50K
76,Bachelors,Married-civ-spouse,Husband,White,Male,13,>50K
35,Some-college,Divorced,Unmarried,White,Female,40,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,72,<=50K
18,11th,Never-married,Own-child,White,Male,50,<=50K
68,HS-grad,Never-married,Not-in-family,White,Male,15,<=50K
22,Bachelors,Never-married,Not-in-family,White,Male,15,<=50K
37,7th-8th,Divorced,Unmarried,White,Female,44,<=50K
23,Bachelors,Never-married,Other-relative,White,Male,55,<=50K
41,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
18,11th,Never-married,Own-child,White,Male,20,<=50K
36,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
44,Some-college,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,>50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,HS-grad,Divorced,Unmarried,White,Female,32,<=50K
49,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
72,HS-grad,Widowed,Unmarried,White,Female,28,<=50K
22,Assoc-acdm,Never-married,Not-in-family,White,Female,12,<=50K
22,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,55,<=50K
23,Bachelors,Never-married,Own-child,White,Female,40,<=50K
47,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
46,5th-6th,Married-civ-spouse,Husband,Black,Male,40,<=50K
25,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Female,40,<=50K
42,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
45,9th,Married-civ-spouse,Husband,Black,Male,40,<=50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
63,Bachelors,Married-civ-spouse,Husband,White,Male,35,<=50K
21,7th-8th,Never-married,Not-in-family,White,Male,36,<=50K
46,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
21,Assoc-voc,Never-married,Not-in-family,Other,Male,40,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,70,>50K
17,11th,Never-married,Own-child,White,Female,20,<=50K
47,Bachelors,Divorced,Not-in-family,White,Male,50,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
64,Masters,Widowed,Unmarried,Black,Female,40,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
27,HS-grad,Never-married,Not-in-family,White,Female,20,<=50K
21,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
50,HS-grad,Divorced,Not-in-family,White,Female,45,<=50K
43,Some-college,Divorced,Unmarried,White,Female,20,<=50K
39,Bachelors,Never-married,Own-child,White,Male,40,<=50K
20,Some-college,Never-married,Own-child,White,Male,30,<=50K
42,HS-grad,Married-civ-spouse,Wife,White,Female,24,<=50K
25,Some-college,Never-married,Own-child,White,Male,30,<=50K
48,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
17,10th,Never-married,Own-child,White,Male,5,<=50K
26,Bachelors,Never-married,Not-in-family,White,Male,60,>50K
58,Masters,Married-civ-spouse,Husband,White,Male,46,>50K
34,9th,Married-civ-spouse,Wife,Other,Female,40,<=50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
19,Some-college,Never-married,Own-child,White,Male,20,<=50K
27,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
41,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
17,11th,Never-married,Own-child,Amer-Indian-Eskimo,Female,30,<=50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Doctorate,Married-civ-spouse,Husband,White,Male,55,>50K
72,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
30,Assoc-acdm,Never-married,Not-in-family,White,Female,53,<=50K
22,Some-college,Never-married,Own-child,White,Male,35,<=50K
27,Some-college,Never-married,Unmarried,Other,Male,45,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
45,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
59,HS-grad,Married-civ-spouse,Husband,Black,Male,60,<=50K
23,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,>50K
55,Assoc-voc,Married-civ-spouse,Wife,White,Female,42,<=50K
51,Some-college,Married-civ-spouse,Husband,White,Male,35,<=50K
54,Bachelors,Married-civ-spouse,Husband,White,Male,43,<=50K
44,Some-college,Never-married,Other-relative,White,Male,45,<=50K
41,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,>50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,42,<=50K
54,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
38,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
38,Bachelors,Married-civ-spouse,Wife,White,Female,21,>50K
41,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Assoc-voc,Never-married,Unmarried,Black,Female,40,<=50K
69,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
25,HS-grad,Never-married,Other-relative,Black,Female,40,<=50K
30,Preschool,Never-married,Unmarried,White,Male,28,<=50K
41,HS-grad,Separated,Not-in-family,Black,Female,40,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
22,HS-grad,Divorced,Own-child,White,Male,48,<=50K
39,Some-college,Divorced,Unmarried,White,Female,15,<=50K
56,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
37,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
18,Some-college,Never-married,Own-child,White,Male,15,<=50K
29,5th-6th,Married-civ-spouse,Not-in-family,White,Male,40,<=50K
41,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
43,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,>50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
29,Some-college,Married-civ-spouse,Wife,White,Female,50,<=50K
43,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,25,<=50K
35,Bachelors,Divorced,Not-in-family,White,Female,50,>50K
36,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
67,Masters,Divorced,Unmarried,White,Male,41,<=50K
36,Doctorate,Married-civ-spouse,Husband,White,Male,40,<=50K
26,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
51,Assoc-acdm,Divorced,Unmarried,White,Female,40,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,30,<=50K
37,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
49,Assoc-voc,Married-civ-spouse,Husband,White,Male,9,>50K
29,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
56,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
47,Masters,Married-civ-spouse,Husband,Black,Male,40,<=50K
35,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
33,Bachelors,Never-married,Own-child,White,Male,40,<=50K
26,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
19,Some-college,Never-married,Own-child,White,Male,35,<=50K
61,5th-6th,Married-civ-spouse,Husband,Black,Male,40,<=50K
31,11th,Never-married,Own-child,White,Male,40,<=50K
66,HS-grad,Married-civ-spouse,Husband,White,Male,24,<=50K
21,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
19,Preschool,Never-married,Not-in-family,White,Male,50,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
43,HS-grad,Widowed,Own-child,Black,Male,40,<=50K
29,HS-grad,Never-married,Not-in-family,White,Male,35,<=50K
28,Assoc-voc,Divorced,Not-in-family,White,Male,60,<=50K
24,Some-college,Never-married,Own-child,White,Male,45,<=50K
24,Some-college,Never-married,Own-child,White,Female,12,<=50K
46,Assoc-acdm,Divorced,Not-in-family,White,Male,40,<=50K
24,HS-grad,Never-married,Unmarried,White,Male,45,<=50K
24,Masters,Never-married,Own-child,White,Male,60,<=50K
36,Bachelors,Divorced,Not-in-family,Other,Female,40,<=50K
22,Some-college,Never-married,Not-in-family,White,Male,55,<=50K
46,Some-college,Divorced,Not-in-family,White,Male,40,>50K
68,HS-grad,Widowed,Not-in-family,White,Female,33,<=50K
33,HS-grad,Never-married,Not-in-family,White,Female,45,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,42,<=50K
46,HS-grad,Divorced,Not-in-family,White,Female,38,<=50K
30,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
50,Bachelors,Married-spouse-absent,Not-in-family,White,Female,20,<=50K
69,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
63,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Assoc-voc,Divorced,Unmarried,White,Female,40,<=50K
22,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
39,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
39,Some-college,Divorced,Not-in-family,White,Female,25,<=50K
29,Some-college,Separated,Unmarried,White,Female,50,<=50K
65,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
23,5th-6th,Never-married,Other-relative,White,Male,35,<=50K
25,9th,Never-married,Unmarried,White,Female,40,<=50K
61,11th,Married-civ-spouse,Husband,White,Male,27,<=50K
50,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
61,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
54,Bachelors,Divorced,Not-in-family,White,Male,70,>50K
41,Masters,Married-civ-spouse,Husband,White,Male,50,<=50K
38,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
24,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
23,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
67,7th-8th,Divorced,Not-in-family,White,Male,40,<=50K
49,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
49,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
43,12th,Married-spouse-absent,Unmarried,White,Female,25,<=50K
34,Some-college,Separated,Unmarried,Black,Female,40,<=50K
38,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Wife,White,Female,45,<=50K
28,Some-college,Never-married,Own-child,White,Male,40,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
51,HS-grad,Divorced,Unmarried,White,Female,45,<=50K
26,Masters,Never-married,Not-in-family,White,Female,40,<=50K
27,HS-grad,Married-civ-spouse,Own-child,White,Male,40,<=50K
26,Masters,Never-married,Not-in-family,White,Male,48,<=50K
59,Masters,Married-civ-spouse,Husband,Black,Male,50,>50K
38,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
64,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
35,Some-college,Separated,Unmarried,White,Female,45,>50K
27,Some-college,Never-married,Own-child,White,Male,40,<=50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
38,7th-8th,Married-civ-spouse,Husband,White,Male,78,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
37,Assoc-acdm,Divorced,Unmarried,White,Male,60,>50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
35,Doctorate,Never-married,Not-in-family,White,Male,55,<=50K
37,HS-grad,Never-married,Own-child,White,Male,40,<=50K
47,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
20,Some-college,Never-married,Not-in-family,White,Female,50,<=50K
31,Masters,Divorced,Not-in-family,White,Male,60,<=50K
18,11th,Never-married,Own-child,White,Male,30,<=50K
23,10th,Never-married,Own-child,White,Female,20,<=50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
75,HS-grad,Widowed,Not-in-family,White,Female,25,<=50K
54,HS-grad,Married-civ-spouse,Husband,White,Male,56,<=50K
25,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
47,HS-grad,Divorced,Not-in-family,White,Female,48,<=50K
52,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
38,Preschool,Never-married,Not-in-family,White,Male,50,<=50K
45,Preschool,Married-civ-spouse,Husband,White,Male,60,>50K
28,Bachelors,Married-civ-spouse,Wife,White,Female,20,<=50K
19,HS-grad,Never-married,Not-in-family,Black,Male,20,<=50K
41,Preschool,Married-civ-spouse,Husband,White,Male,46,>50K
18,11th,Never-married,Own-child,White,Female,16,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
30,HS-grad,Never-married,Own-child,White,Male,40,<=50K
48,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
45,HS-grad,Divorced,Unmarried,White,Female,30,<=50K
24,Masters,Never-married,Own-child,White,Female,40,<=50K
65,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
61,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
21,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,30,<=50K
35,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
49,HS-grad,Married-spouse-absent,Unmarried,Black,Male,40,<=50K
19,Some-college,Never-married,Own-child,Black,Female,15,<=50K
26,HS-grad,Never-married,Unmarried,White,Female,20,<=50K
22,HS-grad,Never-married,Own-child,Black,Female,20,<=50K
49,HS-grad,Married-civ-spouse,Husband,Black,Male,48,>50K
36,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
18,Some-college,Never-married,Own-child,White,Female,40,<=50K
17,11th,Never-married,Own-child,White,Male,20,<=50K
32,Some-college,Never-married,Own-child,White,Male,20,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,44,>50K
29,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
46,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
65,12th,Married-civ-spouse,Husband,White,Male,10,<=50K
31,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,<=50K
24,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
32,HS-grad,Never-married,Own-child,White,Female,38,<=50K
25,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
28,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
51,Masters,Divorced,Unmarried,Other,Male,35,>50K
28,Some-college,Married-civ-spouse,Husband,White,Male,43,<=50K
33,HS-grad,Never-married,Not-in-family,White,Male,32,<=50K
46,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
70,7th-8th,Married-civ-spouse,Husband,White,Male,8,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
28,Some-college,Never-married,Not-in-family,White,Male,44,<=50K
75,HS-grad,Widowed,Not-in-family,White,Female,14,<=50K
41,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
31,HS-grad,Married-civ-spouse,Wife,White,Female,35,<=50K
17,11th,Never-married,Own-child,White,Male,40,<=50K
64,HS-grad,Divorced,Not-in-family,White,Female,20,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
51,Some-college,Widowed,Unmarried,White,Female,40,<=50K
51,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
57,Masters,Married-civ-spouse,Husband,Black,Male,40,>50K
29,Assoc-voc,Never-married,Own-child,White,Female,40,<=50K
28,HS-grad,Never-married,Other-relative,White,Male,20,<=50K
26,Bachelors,Married-civ-spouse,Husband,White,Male,7,<=50K
33,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
42,Bachelors,Divorced,Unmarried,White,Female,38,<=50K
30,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
45,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,45,<=50K
20,HS-grad,Married-civ-spouse,Husband,White,Male,28,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
64,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
18,11th,Married-civ-spouse,Wife,Other,Female,20,<=50K
45,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
66,10th,Married-civ-spouse,Husband,White,Male,25,<=50K
49,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
45,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
22,Some-college,Never-married,Unmarried,White,Female,20,<=50K
29,HS-grad,Never-married,Own-child,White,Male,20,<=50K
20,HS-grad,Never-married,Own-child,White,Male,2,<=50K
22,HS-grad,Never-married,Not-in-family,White,Male,48,<=50K
21,Some-college,Never-married,Own-child,White,Female,40,<=50K
46,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
62,Assoc-acdm,Married-civ-spouse,Wife,White,Female,40,<=50K
41,Masters,Married-civ-spouse,Wife,Black,Female,40,<=50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
41,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
61,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
64,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
18,HS-grad,Never-married,Own-child,White,Female,40,<=50K
34,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
36,Some-college,Separated,Not-in-family,White,Male,40,<=50K
80,HS-grad,Divorced,Other-relative,White,Female,20,<=50K
24,9th,Never-married,Other-relative,Black,Male,40,<=50K
20,HS-grad,Never-married,Unmarried,White,Male,35,<=50K
64,Some-college,Widowed,Not-in-family,White,Male,35,<=50K
21,HS-grad,Never-married,Own-child,Black,Male,70,<=50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
31,10th,Divorced,Not-in-family,White,Male,40,<=50K
66,12th,Married-civ-spouse,Husband,White,Male,20,<=50K
50,HS-grad,Separated,Other-relative,Amer-Indian-Eskimo,Female,40,<=50K
62,Some-college,Married-civ-spouse,Husband,Black,Male,40,>50K
19,HS-grad,Never-married,Own-child,Black,Male,10,<=50K
49,7th-8th,Married-civ-spouse,Husband,White,Male,50,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
20,Some-college,Never-married,Own-child,White,Female,30,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,55,>50K
41,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
22,HS-grad,Never-married,Own-child,White,Female,50,<=50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,42,>50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
63,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
25,HS-grad,Never-married,Not-in-family,White,Male,47,<=50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
26,Bachelors,Married-civ-spouse,Wife,White,Female,20,<=50K
38,Some-college,Divorced,Own-child,White,Male,52,<=50K
35,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
43,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
47,Doctorate,Separated,Own-child,Asian-Pac-Islander,Male,45,<=50K
33,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
21,5th-6th,Never-married,Not-in-family,Other,Male,32,<=50K
22,HS-grad,Married-civ-spouse,Own-child,White,Male,40,<=50K
25,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
59,Bachelors,Married-spouse-absent,Other-relative,Black,Female,37,<=50K
24,Some-college,Never-married,Own-child,Black,Female,15,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
33,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
25,Bachelors,Never-married,Own-child,White,Male,35,<=50K
27,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
